d,total_sales,date,month,year,event_name_1,event_type_1,snap_CA,snap_TX,snap_WI,wm_yr_wk,day_of_week,is_weekend,day_of_year,week_of_year,is_holiday,is_snap_day,sales_lag_7,sales_lag_14,sales_lag_28,rolling_mean_7,rolling_mean_14,rolling_mean_30,month_sin,month_cos,day_sin,day_cos,avg_price,price_lag_7,price_change
d_353,30548,2012-01-16,1,2012,MartinLutherKingDay,National,0,0,0,11151,0,0,16,3,1,0,28206.0,33053.0,27068.0,30526.285714285714,30659.35714285714,28612.9,0.49999999999999994,0.8660254037844387,0.2719581575341055,0.9623090774541486,4.282645877628159,4.27983685334599,0.0
d_354,22187,2012-01-17,1,2012,,,0,0,0,11151,1,0,17,3,0,0,26640.0,28751.0,26262.0,29890.14285714286,30190.5,28282.9,0.49999999999999994,0.8660254037844387,0.288482432880609,0.9574851883550393,4.282645877628159,4.27983685334599,0.0
d_355,25348,2012-01-18,1,2012,,,0,0,0,11151,2,0,18,3,0,0,29044.0,25821.0,26662.0,29362.14285714286,30156.714285714286,28225.566666666666,0.49999999999999994,0.8660254037844387,0.30492122465628907,0.9523775757303974,4.282645877628159,4.27983685334599,0.0
d_356,24034,2012-01-19,1,2012,,,0,0,0,11151,3,0,19,3,0,0,24715.0,28499.0,28182.0,29264.85714285714,29837.785714285714,28151.3,0.49999999999999994,0.8660254037844387,0.3212696616923644,0.9469877530760753,4.282645877628159,4.27983685334599,0.0
d_357,27204,2012-01-20,1,2012,,,0,0,0,11151,4,0,20,3,0,0,29463.0,30405.0,34646.0,28942.14285714286,29609.14285714286,28169.366666666665,0.49999999999999994,0.8660254037844387,0.3375228995941133,0.9413173175128471,4.282645877628159,4.27983685334599,0.0
d_358,38578,2012-01-21,1,2012,,,0,0,0,11152,5,1,21,3,0,0,36815.0,37143.0,29958.0,29194.0,29711.64285714286,28515.9,0.49999999999999994,0.8660254037844387,0.3536761221763716,0.9353679493131483,4.283091101197464,4.282645877628159,0.010395993085277055
d_359,32587,2012-01-22,1,2012,,,0,0,0,11152,6,1,22,3,0,0,36459.0,36722.0,13.0,28640.85714285714,29416.285714285714,28447.266666666666,0.49999999999999994,0.8660254037844387,0.3697245428906731,0.9291414114031743,4.283091101197464,4.282645877628159,0.0
d_360,24702,2012-01-23,1,2012,,,0,0,0,11152,0,0,23,4,0,0,30548.0,28206.0,28032.0,27805.714285714286,29166.0,28272.066666666666,0.49999999999999994,0.8660254037844387,0.38566340624360707,0.9226395488404876,4.283091101197464,4.282645877628159,0.0
d_361,23549,2012-01-24,1,2012,,,0,0,0,11152,1,0,24,4,0,0,22187.0,26640.0,24651.0,28000.285714285714,28945.214285714286,29056.6,0.49999999999999994,0.8660254037844387,0.401487989205973,0.9158642882672872,4.283091101197464,4.282645877628159,0.0
d_362,22408,2012-01-25,1,2012,,,0,0,0,11152,2,0,25,4,0,0,25348.0,29044.0,24791.0,27580.285714285714,28471.214285714286,28869.133333333335,0.49999999999999994,0.8660254037844387,0.4171936026123168,0.9088176373395029,4.283091101197464,4.282645877628159,0.0
d_363,23237,2012-01-26,1,2012,,,0,0,0,11152,3,0,26,4,0,0,24034.0,24715.0,24541.0,27466.428571428572,28365.64285714286,28822.0,0.49999999999999994,0.8660254037844387,0.4327755925504312,0.901501684131884,4.283091101197464,4.282645877628159,0.0
d_364,27199,2012-01-27,1,2012,,,0,0,0,11152,4,0,27,4,0,0,27204.0,29463.0,33652.0,27465.714285714286,28203.928571428572,28902.266666666666,0.49999999999999994,0.8660254037844387,0.4482293417404106,0.893918596519257,4.283091101197464,4.282645877628159,0.0
d_365,34362,2012-01-28,1,2012,,,0,0,0,11201,5,1,28,4,0,0,38578.0,36815.0,33751.0,26863.428571428572,28028.714285714286,29229.633333333335,0.49999999999999994,0.8660254037844387,0.4635502709028509,0.886070621534138,4.289299477655253,4.283091101197464,0.14495083833385713
d_366,33577,2012-01-29,1,2012,,,0,0,0,11201,6,1,29,4,0,0,32587.0,36459.0,21807.0,27004.85714285714,27822.85714285714,29227.133333333335,0.49999999999999994,0.8660254037844387,0.47873384011578846,0.8779600847008882,4.289299477655253,4.283091101197464,0.0
d_367,25188,2012-01-30,1,2012,,,0,0,0,11201,0,0,30,5,0,0,24702.0,30548.0,33053.0,27074.285714285714,27440.0,28941.7,0.49999999999999994,0.8660254037844387,0.49377555015997715,0.869589389346611,4.289299477655253,4.283091101197464,0.0
d_368,25124,2012-01-31,1,2012,,,0,0,0,11201,1,0,31,5,0,0,23549.0,22187.0,28751.0,27299.285714285714,27649.785714285714,29052.266666666666,0.49999999999999994,0.8660254037844387,0.5086709438521044,0.8609610158889943,4.289299477655253,4.283091101197464,0.0
d_369,29851,2012-02-01,2,2012,,,1,1,0,11201,2,0,32,5,0,1,22408.0,25348.0,25821.0,28362.571428571428,27971.428571428572,28945.533333333333,0.8660254037844386,0.5000000000000001,0.5234156073655503,0.8520775211013093,4.289299477655253,4.283091101197464,0.0
d_370,28615,2012-02-02,2,2012,,,1,0,1,11201,3,0,33,5,0,1,23237.0,24034.0,28499.0,29130.85714285714,28298.64285714286,28941.0,0.8660254037844386,0.5000000000000001,0.5380051715382996,0.8429415373547828,4.289299477655253,4.283091101197464,0.0
d_371,35104,2012-02-03,2,2012,,,1,1,1,11201,4,0,34,5,0,1,27199.0,27204.0,30405.0,30260.14285714286,28862.928571428572,29250.433333333334,0.8660254037844386,0.5000000000000001,0.5524353131676196,0.8335557718385699,4.289299477655253,4.283091101197464,0.0
d_372,43029,2012-02-04,2,2012,,,1,0,0,11202,5,1,35,5,0,1,34362.0,38578.0,37143.0,31498.285714285714,29180.85714285714,29734.766666666666,0.8660254037844386,0.5000000000000001,0.5667017562911176,0.8239230057575542,4.299045044008515,4.289299477655253,0.22720647984666442
d_373,40075,2012-02-05,2,2012,SuperBowl,Sporting,1,1,1,11202,6,1,36,5,1,1,33577.0,32587.0,36722.0,32426.571428571428,29715.714285714286,30057.1,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,4.299045044008515,4.289299477655253,0.0
d_374,30681,2012-02-06,2,2012,,,1,1,1,11202,0,0,37,6,0,1,25188.0,24702.0,28206.0,33211.28571428572,30142.785714285714,29841.7,0.8660254037844386,0.5000000000000001,0.5947266869607634,0.8039279618328213,4.299045044008515,4.289299477655253,0.0
d_375,28108,2012-02-07,2,2012,,,1,1,0,11202,1,0,38,6,0,1,25124.0,23549.0,26640.0,33637.57142857143,30468.428571428572,29554.566666666666,0.8660254037844386,0.5000000000000001,0.6084768701151261,0.7935716089521474,4.299045044008515,4.289299477655253,0.0
d_376,28579,2012-02-08,2,2012,,,1,0,1,11202,2,0,39,6,0,1,29851.0,22408.0,29044.0,33455.857142857145,30909.214285714286,29567.0,0.8660254037844386,0.5000000000000001,0.6220467484408675,0.7829801036770629,4.299045044008515,4.289299477655253,0.0
d_377,29927,2012-02-09,2,2012,,,1,1,1,11202,3,0,40,6,0,1,28615.0,23237.0,24715.0,33643.28571428572,31387.071428571428,29676.566666666666,0.8660254037844386,0.5000000000000001,0.6354323008901774,0.7721565844991642,4.299045044008515,4.289299477655253,0.0
d_378,29863,2012-02-10,2,2012,,,1,0,0,11202,4,0,41,6,0,1,35104.0,27199.0,29463.0,32894.57142857143,31577.35714285714,29703.866666666665,0.8660254037844386,0.5000000000000001,0.6486295610349814,0.7611042586607747,4.299045044008515,4.289299477655253,0.0
d_379,41757,2012-02-11,2,2012,,,0,1,1,11203,5,1,42,6,0,1,43029.0,34362.0,36815.0,32712.85714285714,32105.571428571428,30271.933333333334,0.8660254037844386,0.5000000000000001,0.6616346182422783,0.7498264012045686,4.313979284047579,4.299045044008515,0.34738505612723625
d_380,41904,2012-02-12,2,2012,,,0,1,1,11203,6,1,43,6,0,1,40075.0,33577.0,36459.0,32974.142857142855,32700.35714285714,30686.633333333335,0.8660254037844386,0.5000000000000001,0.6744436188329455,0.7383263540031065,4.313979284047579,4.299045044008515,0.0
d_381,31675,2012-02-13,2,2012,,,0,1,0,11203,0,0,44,7,0,1,30681.0,25188.0,30548.0,33116.142857142855,33163.71428571428,30515.3,0.8660254037844386,0.5000000000000001,0.6870527672236669,0.7266075247685656,4.313979284047579,4.299045044008515,0.0
d_382,25100,2012-02-14,2,2012,ValentinesDay,Cultural,0,0,1,11203,1,0,45,7,1,1,28108.0,25124.0,22187.0,32686.428571428572,33162.0,30136.666666666668,0.8660254037844386,0.5000000000000001,0.699458327051647,0.7146733860429609,4.313979284047579,4.299045044008515,0.0
d_383,26878,2012-02-15,2,2012,,,0,1,1,11203,2,0,46,7,0,1,28579.0,29851.0,25348.0,32443.428571428572,32949.642857142855,30014.333333333332,0.8660254037844386,0.5000000000000001,0.7116566222817746,0.7025274741691571,4.313979284047579,4.299045044008515,0.0
d_384,25195,2012-02-16,2,2012,,,0,0,0,11203,3,0,47,7,0,0,29927.0,28615.0,24034.0,31767.428571428572,32705.35714285714,30114.6,0.8660254037844386,0.5000000000000001,0.7236440382959124,0.6901733882429719,4.313979284047579,4.299045044008515,0.0
d_385,27604,2012-02-17,2,2012,,,0,0,0,11203,4,0,48,7,0,0,29863.0,35104.0,27204.0,31444.714285714286,32169.64285714286,30189.8,0.8660254037844386,0.5000000000000001,0.7354170229639855,0.6776147890466889,4.313979284047579,4.299045044008515,0.0
d_386,36622,2012-02-18,2,2012,,,0,0,0,11204,5,1,49,7,0,0,41757.0,43029.0,38578.0,30711.14285714286,31712.0,30609.4,0.8660254037844386,0.5000000000000001,0.7469720876965552,0.6648553979642865,4.325064883773415,4.313979284047579,0.25696923874503064
d_387,36338,2012-02-19,2,2012,,,0,0,0,11204,6,1,50,7,0,0,41904.0,40075.0,32587.0,29916.0,31445.071428571428,30913.866666666665,0.8660254037844386,0.5000000000000001,0.7583058084785624,0.6518989958787126,4.325064883773415,4.313979284047579,0.0
d_388,30218,2012-02-20,2,2012,PresidentsDay,National,0,0,0,11204,0,0,51,8,1,0,31675.0,30681.0,24702.0,29707.85714285714,31412.0,30635.2,0.8660254037844386,0.5000000000000001,0.7694148268839378,0.6387494220515272,4.325064883773415,4.313979284047579,0.0
d_389,25190,2012-02-21,2,2012,,,0,0,0,11204,1,0,52,8,0,0,25100.0,28108.0,23549.0,29720.714285714286,31203.571428571428,30388.633333333335,0.8660254037844386,0.5000000000000001,0.7802958510707755,0.6254105729852463,4.325064883773415,4.313979284047579,0.0
d_390,24115,2012-02-22,2,2012,LentStart,Religious,0,0,0,11204,2,0,53,8,1,0,26878.0,28579.0,22408.0,29326.0,30884.714285714286,30369.066666666666,0.8660254037844386,0.5000000000000001,0.7909456567567772,0.6118864012687243,4.325064883773415,4.313979284047579,0.0
d_391,25211,2012-02-23,2,2012,,,0,0,0,11204,3,0,54,8,0,0,25195.0,29927.0,23237.0,29328.285714285714,30547.85714285714,30424.466666666667,0.8660254037844386,0.5000000000000001,0.8013610881746766,0.5981809144059165,4.325064883773415,4.313979284047579,0.0
d_392,27870,2012-02-24,2,2012,,,0,0,0,11204,4,0,55,8,0,0,27604.0,29863.0,27199.0,29366.285714285714,30405.5,30606.533333333333,0.8660254037844386,0.5000000000000001,0.8115390590073611,0.5842981736283684,4.325064883773415,4.313979284047579,0.0
d_393,35769,2012-02-25,2,2012,,,0,0,0,11205,5,1,56,8,0,0,36622.0,41757.0,34362.0,29244.428571428572,29977.785714285714,31024.266666666666,0.8660254037844386,0.5000000000000001,0.8214765533024142,0.5702422926917871,4.344046566295405,4.325064883773415,0.4388762488443776
d_394,36281,2012-02-26,2,2012,,,0,0,0,11205,6,1,57,8,0,0,36338.0,41904.0,33577.0,29236.285714285714,29576.14285714286,31327.0,0.8660254037844386,0.5000000000000001,0.8311706263658079,0.5560174366570446,4.344046566295405,4.325064883773415,0.0
d_395,27270,2012-02-27,2,2012,,,0,0,0,11205,0,0,58,9,0,0,30218.0,31675.0,25188.0,28815.14285714286,29261.5,31090.6,0.8660254037844386,0.5000000000000001,0.8406184056344782,0.5416278206559814,4.344046566295405,4.325064883773415,0.0
d_396,24359,2012-02-28,2,2012,,,0,0,0,11205,1,0,59,9,0,0,25190.0,25100.0,25124.0,28696.428571428572,29208.571428571428,30783.333333333332,0.8660254037844386,0.5000000000000001,0.8498170915275278,0.5270777086423722,4.344046566295405,4.325064883773415,0.0
d_397,24802,2012-02-29,2,2012,LentWeek2,Religious,0,0,0,11205,2,0,60,9,1,0,24115.0,26878.0,29851.0,28794.571428571428,29060.285714285714,30770.466666666667,0.8660254037844386,0.5000000000000001,0.8587639582758029,0.5123714121284237,4.344046566295405,4.325064883773415,0.0
d_398,30232,2012-03-01,3,2012,,,1,1,0,11205,3,0,61,9,0,1,25211.0,25195.0,28615.0,29511.85714285714,29420.071428571428,30940.733333333334,1.0,6.123233995736766e-17,0.8674563547295969,0.49751328890718066,4.344046566295405,4.325064883773415,0.0
d_399,32543,2012-03-02,3,2012,,,1,0,1,11205,4,0,62,9,0,1,27870.0,27604.0,35104.0,30179.428571428572,29772.85714285714,31030.466666666667,1.0,6.123233995736766e-17,0.8758917051442429,0.48250774176121847,4.344046566295405,4.325064883773415,0.0
d_400,41319,2012-03-03,3,2012,,,1,1,1,11206,5,1,63,9,0,1,35769.0,36622.0,43029.0,30972.285714285714,30108.35714285714,31453.933333333334,1.0,6.123233995736766e-17,0.8840675099433636,0.4673592171580022,4.358300237845014,4.344046566295405,0.3281196767134231
d_401,40325,2012-03-04,3,2012,,,1,0,0,11206,6,1,64,9,0,1,36281.0,36338.0,40075.0,31550.0,30393.14285714286,31627.966666666667,1.0,6.123233995736766e-17,0.8919813464595485,0.45207220393230435,4.358300237845014,4.344046566295405,0.0
d_402,32703,2012-03-05,3,2012,,,1,1,1,11206,0,0,65,10,0,1,27270.0,30218.0,30681.0,32326.14285714286,30570.64285714286,31283.766666666666,1.0,6.123233995736766e-17,0.8996308696522433,0.43665123195606403,4.358300237845014,4.344046566295405,0.0
d_403,31532,2012-03-06,3,2012,,,1,1,1,11206,1,0,66,10,0,1,24359.0,25190.0,28108.0,33350.857142857145,31023.64285714286,30999.0,1.0,6.123233995736766e-17,0.9070138128026359,0.4211008707960896,4.358300237845014,4.344046566295405,0.0
d_404,28608,2012-03-07,3,2012,,,1,1,0,11206,2,0,67,10,0,1,24802.0,24115.0,28579.0,33894.57142857143,31344.571428571428,30929.9,1.0,6.123233995736766e-17,0.9141279881853337,0.40542572835999735,4.358300237845014,4.344046566295405,0.0
d_405,29759,2012-03-08,3,2012,Purim End,Religious,1,0,1,11206,3,0,68,10,1,1,30232.0,25211.0,29927.0,33827.0,31669.428571428572,30984.933333333334,1.0,6.123233995736766e-17,0.9209712877166346,0.38963044953078796,4.358300237845014,4.344046566295405,0.0
d_406,32322,2012-03-09,3,2012,,,1,1,1,11206,4,0,69,10,0,1,32543.0,27870.0,29863.0,33795.42857142857,31987.428571428572,31109.7,1.0,6.123233995736766e-17,0.9275416835791966,0.37371971479046906,4.358300237845014,4.344046566295405,0.0
d_407,39559,2012-03-10,3,2012,,,1,0,0,11207,5,1,70,10,0,1,41319.0,35769.0,41757.0,33544.0,32258.14285714286,31430.766666666666,1.0,6.123233995736766e-17,0.9338372288229252,0.35769823883312546,4.361805198358414,4.358300237845014,0.08042035477420217
d_408,40612,2012-03-11,3,2012,,,0,1,1,11207,6,1,71,10,0,1,40325.0,36281.0,41904.0,33585.0,32567.5,31789.066666666666,1.0,6.123233995736766e-17,0.9398560579418954,0.3415707691678556,4.361805198358414,4.358300237845014,0.0
d_409,32501,2012-03-12,3,2012,,,0,1,1,11207,0,0,72,11,0,1,32703.0,27270.0,31675.0,33556.142857142855,32941.142857142855,31480.533333333333,1.0,6.123233995736766e-17,0.9455963874271426,0.3253420847119801,4.361805198358414,4.358300237845014,0.0
d_410,29100,2012-03-13,3,2012,,,0,1,0,11207,1,0,73,11,0,1,31532.0,24359.0,25100.0,33208.71428571428,33279.78571428572,31053.733333333334,1.0,6.123233995736766e-17,0.9510565162951535,0.30901699437494745,4.361805198358414,4.358300237845014,0.0
d_411,27841,2012-03-14,3,2012,,,0,0,1,11207,2,0,74,11,0,1,28608.0,24802.0,26878.0,33099.142857142855,33496.857142857145,30925.933333333334,1.0,6.123233995736766e-17,0.9562348265919056,0.29260033563334836,4.361805198358414,4.358300237845014,0.0
d_412,30752,2012-03-15,3,2012,,,0,1,1,11207,3,0,75,11,0,1,29759.0,30232.0,25195.0,33241.0,33534.0,31114.333333333332,1.0,6.123233995736766e-17,0.9611297838723007,0.27609697309746883,4.361805198358414,4.358300237845014,0.0
d_413,30951,2012-03-16,3,2012,,,0,0,0,11207,4,0,76,11,0,0,32322.0,32543.0,27604.0,33045.142857142855,33420.28571428572,31250.1,1.0,6.123233995736766e-17,0.9657399376548549,0.2595117970697999,4.361805198358414,4.358300237845014,0.0
d_414,37904,2012-03-17,3,2012,StPatricksDay,Cultural,0,0,0,11208,5,1,77,11,1,0,39559.0,41319.0,36622.0,32808.71428571428,33176.357142857145,31673.733333333334,1.0,6.123233995736766e-17,0.9700639218515071,0.2428497220959356,4.363501306051371,4.361805198358414,0.038885452601045145
d_415,37694,2012-03-18,3,2012,,,0,0,0,11208,6,1,78,11,0,0,40612.0,40325.0,36338.0,32391.85714285714,32988.42857142857,32010.066666666666,1.0,6.123233995736766e-17,0.9741004551724205,0.22611568550828828,4.363501306051371,4.361805198358414,0.0
d_416,29187,2012-03-19,3,2012,,,0,0,0,11208,0,0,79,12,0,0,32501.0,32703.0,30218.0,31918.428571428572,32737.285714285714,31762.233333333334,1.0,6.123233995736766e-17,0.9778483415056568,0.20931464596304847,4.363501306051371,4.361805198358414,0.0
d_417,25533,2012-03-20,3,2012,,,0,0,0,11208,1,0,80,12,0,0,29100.0,31532.0,25190.0,31408.85714285714,32308.785714285714,31402.066666666666,1.0,6.123233995736766e-17,0.9813064702716093,0.19245158197082998,4.363501306051371,4.361805198358414,0.0
d_418,26227,2012-03-21,3,2012,,,0,0,0,11208,2,0,81,12,0,0,27841.0,28608.0,24115.0,31178.285714285714,32138.714285714286,31269.033333333333,1.0,6.123233995736766e-17,0.9844738167520922,0.1755314904214282,4.363501306051371,4.361805198358414,0.0
d_419,26015,2012-03-22,3,2012,,,0,0,0,11208,3,0,82,12,0,0,30752.0,29759.0,25211.0,30501.571428571428,31871.285714285714,31296.533333333333,1.0,6.123233995736766e-17,0.9873494423939864,0.15855938510313475,4.363501306051371,4.361805198358414,0.0
d_420,29055,2012-03-23,3,2012,,,0,0,0,11208,4,0,83,12,0,0,30951.0,32322.0,27870.0,30230.714285714286,31637.928571428572,31461.2,1.0,6.123233995736766e-17,0.989932495087353,0.141540295217043,4.363501306051371,4.361805198358414,0.0
d_421,37089,2012-03-24,3,2012,,,0,0,0,11209,5,1,84,12,0,0,37904.0,39559.0,35769.0,30114.285714285714,31461.5,31857.133333333335,1.0,6.123233995736766e-17,0.9922222094179323,0.12447926388678915,4.359576404311793,4.363501306051371,-0.08994844883248865
d_422,37843,2012-03-25,3,2012,,,0,0,0,11209,6,1,85,12,0,0,37694.0,40612.0,36281.0,30135.571428571428,31263.714285714286,32189.566666666666,1.0,6.123233995736766e-17,0.994217906893952,0.10738134666416309,4.359576404311793,4.363501306051371,0.0
d_423,27182,2012-03-26,3,2012,,,0,0,0,11209,0,0,86,13,0,0,29187.0,32501.0,27270.0,29849.14285714286,30883.785714285714,31903.333333333332,1.0,6.123233995736766e-17,0.995918996147179,0.09025161003104117,4.359576404311793,4.363501306051371,0.0
d_424,24649,2012-03-27,3,2012,,,0,0,0,11209,1,0,87,13,0,0,25533.0,29100.0,24359.0,29722.85714285714,30565.85714285714,31515.6,1.0,6.123233995736766e-17,0.9973249731081555,0.07309512989807777,4.359576404311793,4.363501306051371,0.0
d_425,24783,2012-03-28,3,2012,,,0,0,0,11209,2,0,88,13,0,0,26227.0,27841.0,24802.0,29516.571428571428,30347.428571428572,31432.7,1.0,6.123233995736766e-17,0.9984354211555643,0.055916990100603484,4.359576404311793,4.363501306051371,0.0
d_426,23879,2012-03-29,3,2012,,,0,0,0,11209,3,0,89,13,0,0,26015.0,30752.0,30232.0,29211.428571428572,29856.5,31416.7,1.0,6.123233995736766e-17,0.9992500112396835,0.03872228089217446,4.359576404311793,4.363501306051371,0.0
d_427,30732,2012-03-30,3,2012,,,0,0,0,11209,4,0,90,13,0,0,29055.0,30951.0,32543.0,29451.0,29840.85714285714,31614.366666666665,1.0,6.123233995736766e-17,0.9997685019798909,0.021516097436222254,4.359576404311793,4.363501306051371,0.0
d_428,38463,2012-03-31,3,2012,,,0,0,0,11210,5,1,91,13,0,0,37089.0,37904.0,41319.0,29647.285714285714,29880.785714285714,31888.733333333334,1.0,6.123233995736766e-17,0.9999907397361901,0.004303538296244289,4.355350683008477,4.359576404311793,-0.09692963057457149
d_429,39783,2012-04-01,4,2012,,,1,1,0,11210,6,1,92,13,0,1,37843.0,37694.0,40325.0,29924.428571428572,30030.0,32130.066666666666,0.8660254037844387,-0.4999999999999998,0.9999166586547379,-0.01291029607500882,4.355350683008477,4.359576404311793,0.0
d_430,31359,2012-04-02,4,2012,,,1,0,1,11210,0,0,93,14,0,1,27182.0,29187.0,32703.0,30521.14285714286,30185.14285714286,31798.066666666666,0.8660254037844387,-0.4999999999999998,0.9995462806873573,-0.030120304846908114,4.355350683008477,4.359576404311793,0.0
d_431,33033,2012-04-03,4,2012,,,1,1,1,11210,1,0,94,14,0,1,24649.0,25533.0,31532.0,31718.85714285714,30720.85714285714,31555.0,0.8660254037844387,-0.4999999999999998,0.9988797155850336,-0.04732138832243185,4.355350683008477,4.359576404311793,0.0
d_432,28318,2012-04-04,4,2012,,,1,0,0,11210,2,0,95,14,0,1,24783.0,26227.0,28608.0,32223.85714285714,30870.214285714286,31408.833333333332,0.8660254037844387,-0.4999999999999998,0.9979171608653922,-0.06450844944931623,4.355350683008477,4.359576404311793,0.0
d_433,31368,2012-04-05,4,2012,,,1,1,1,11210,3,0,96,14,0,1,23879.0,26015.0,29759.0,33293.71428571428,31252.571428571428,31403.366666666665,0.8660254037844387,-0.4999999999999998,0.9966589017541702,-0.08167639533042241,4.355350683008477,4.359576404311793,0.0
d_434,37545,2012-04-06,4,2012,,,1,1,1,11210,4,0,97,14,0,1,30732.0,29055.0,32322.0,34267.0,31859.0,31701.266666666666,0.8660254037844387,-0.4999999999999998,0.9951053111006976,-0.09882013873287143,4.355350683008477,4.359576404311793,0.0
d_435,45638,2012-04-07,4,2012,,,1,1,0,11211,5,1,98,14,0,1,38463.0,37089.0,39559.0,35292.0,32469.64285714286,32230.566666666666,0.8660254037844387,-0.4999999999999998,0.9932568492674143,-0.11593459959550041,4.352269575966035,4.355350683008477,-0.07074303004951377
d_436,36210,2012-04-08,4,2012,Easter,Cultural,1,0,1,11211,6,1,99,14,1,1,39783.0,37843.0,40612.0,34781.57142857143,32353.0,32360.166666666668,0.8660254037844387,-0.4999999999999998,0.9911140639934547,-0.1330147065341959,4.352269575966035,4.355350683008477,0.0
d_437,31993,2012-04-09,4,2012,,,1,1,1,11211,0,0,100,15,0,1,31359.0,27182.0,32501.0,34872.142857142855,32696.64285714286,32107.966666666667,0.8660254037844387,-0.4999999999999998,0.9886775902323405,-0.1500553983446526,4.352269575966035,4.355350683008477,0.0
d_438,28800,2012-04-10,4,2012,,,1,0,0,11211,1,0,101,15,0,1,33033.0,24649.0,29100.0,34267.42857142857,32993.142857142855,31714.233333333334,0.8660254037844387,-0.4999999999999998,0.9859481499638304,-0.16705162550211924,4.352269575966035,4.355350683008477,0.0
d_439,29575,2012-04-11,4,2012,,,0,1,1,11211,2,0,102,15,0,1,28318.0,24783.0,27841.0,34447.0,33335.42857142857,31616.7,0.8660254037844387,-0.4999999999999998,0.9829265519799822,-0.18399835165768005,4.352269575966035,4.355350683008477,0.0
d_440,28568,2012-04-12,4,2012,,,0,1,1,11211,3,0,103,15,0,1,31368.0,23879.0,30752.0,34047.0,33670.357142857145,31598.966666666667,0.8660254037844387,-0.4999999999999998,0.9796136916454901,-0.20089055513063506,4.352269575966035,4.355350683008477,0.0
d_441,31938,2012-04-13,4,2012,,,0,1,0,11211,4,0,104,15,0,1,37545.0,30732.0,30951.0,33246.0,33756.5,31735.533333333333,0.8660254037844387,-0.4999999999999998,0.9760105506323683,-0.21772323039653177,4.352269575966035,4.355350683008477,0.0
d_442,38546,2012-04-14,4,2012,Pesach End,Religious,0,0,1,11212,5,1,105,15,1,1,45638.0,38463.0,37904.0,32232.85714285714,33762.42857142857,31995.333333333332,0.8660254037844387,-0.4999999999999998,0.9721181966290613,-0.23449138957040985,4.348098908156712,4.352269575966035,-0.09582742375044973
d_443,38707,2012-04-15,4,2012,OrthodoxEaster,Religious,0,1,1,11212,6,1,106,15,1,1,36210.0,39783.0,37694.0,32589.571428571428,33685.57142857143,32253.866666666665,0.8660254037844387,-0.4999999999999998,0.9679377830240642,-0.25119006388481935,4.348098908156712,4.352269575966035,0.0
d_444,27672,2012-04-16,4,2012,,,0,0,0,11212,0,0,107,16,0,0,31993.0,31359.0,29187.0,31972.285714285714,33422.21428571428,31912.8,0.8660254037844387,-0.4999999999999998,0.9634705485641488,-0.2678143051621742,4.348098908156712,4.352269575966035,0.0
d_445,26067,2012-04-17,4,2012,,,0,0,0,11212,1,0,108,16,0,0,28800.0,33033.0,25533.0,31581.85714285714,32924.642857142855,31525.233333333334,0.8660254037844387,-0.4999999999999998,0.9587178169872964,-0.2843591872810034,4.348098908156712,4.352269575966035,0.0
d_446,24699,2012-04-18,4,2012,,,0,0,0,11212,2,0,109,16,0,0,29575.0,28318.0,26227.0,30885.285714285714,32666.14285714286,31375.633333333335,0.8660254037844387,-0.4999999999999998,0.9536809966304457,-0.30081980763566735,4.348098908156712,4.352269575966035,0.0
d_447,24824,2012-04-19,4,2012,,,0,0,0,11212,3,0,110,16,0,0,28568.0,31368.0,26015.0,30350.428571428572,32198.714285714286,31352.0,0.8660254037844387,-0.4999999999999998,0.9483615800121715,-0.3171912885891061,4.348098908156712,4.352269575966035,0.0
d_448,28143,2012-04-20,4,2012,,,0,0,0,11212,4,0,111,16,0,0,31938.0,37545.0,29055.0,29808.285714285714,31527.14285714286,31415.866666666665,0.8660254037844387,-0.4999999999999998,0.9427611433904207,-0.3334687789181868,4.348098908156712,4.352269575966035,0.0
d_449,36708,2012-04-21,4,2012,,,0,0,0,11213,5,1,112,16,0,0,38546.0,45638.0,37089.0,29545.714285714286,30889.285714285714,31772.3,0.8660254037844387,-0.4999999999999998,0.9368813462954315,-0.3496474552512284,4.342739507420608,4.348098908156712,-0.1232584825991534
d_450,36764,2012-04-22,4,2012,,,0,0,0,11213,6,1,113,16,0,0,38707.0,36210.0,37843.0,29268.14285714286,30928.85714285714,32029.266666666666,0.8660254037844387,-0.4999999999999998,0.9307239310379795,-0.36572252349726897,4.342739507420608,4.348098908156712,0.0
d_451,26670,2012-04-23,4,2012,,,0,0,0,11213,0,0,114,17,0,0,27672.0,31993.0,27182.0,29125.0,30548.64285714286,31681.966666666667,0.8660254037844387,-0.4999999999999998,0.9242907221930933,-0.3816892202666588,4.342739507420608,4.348098908156712,0.0
d_452,24848,2012-04-24,4,2012,,,0,0,0,11213,1,0,115,17,0,0,26067.0,28800.0,24649.0,28950.85714285714,30266.35714285714,31248.8,0.8660254037844387,-0.4999999999999998,0.9175836260593937,-0.39754281428255595,4.342739507420608,4.348098908156712,0.0
d_453,24448,2012-04-25,4,2012,,,0,0,0,11213,2,0,116,17,0,0,24699.0,29575.0,24783.0,28915.0,29900.14285714286,31157.666666666668,0.8660254037844387,-0.4999999999999998,0.9106046300942162,-0.4132786077829042,4.342739507420608,4.348098908156712,0.0
