ds,yhat,yhat_lower,yhat_upper
2015-12-23,28695.420107882106,24014.287469832077,32967.73501242411
2015-12-24,29086.14077790595,24585.435985399436,33337.81768172024
2015-12-25,33044.94461864745,28122.77089679011,37514.10641440176
2015-12-26,39897.13644967295,34995.51659035517,44288.20460756729
2015-12-27,39159.187485648574,34615.326022346686,43549.59701259457
2015-12-28,31370.22423215309,26720.463618454443,35630.78925327281
2015-12-29,29014.14559527518,24357.816017483077,33814.3483644983
2015-12-30,28552.296065690745,23861.452279815272,32845.036782756295
2015-12-31,28968.461673228157,24168.248247815394,33386.75286556287
2016-01-01,32956.913904109315,27910.966580714423,37179.78962602038
2016-01-02,39842.17904175473,34917.19857418717,44684.40381919066
2016-01-03,39139.89285398886,34261.15687833934,43605.5689242871
2016-01-04,31388.317871876876,26595.986222326374,35918.41783578583
2016-01-05,29070.48900903861,24242.11168619126,33876.42843592017
2016-01-06,28646.9144785288,23743.656939607692,33529.422451905215
2016-01-07,29100.597835030716,24593.841868653195,33669.15528724135
2016-01-08,33125.10552762895,28349.442181269304,37737.68521273867
2016-01-09,40044.35670257098,35598.43459437338,44856.42100224373
2016-01-10,39373.49456497298,34320.10424808279,44039.49396716545
2016-01-11,31650.416055568574,26732.145452118326,36205.092010914945
2016-01-12,29357.925243050653,24384.462311967854,33913.052320349765
2016-01-13,28956.437189148735,24216.528258331047,33585.27180638512
2016-01-14,29428.998070138827,24576.266257587995,33960.367329481945
2016-01-15,33469.34605100674,28913.32524776098,38200.6369919414
2016-01-16,40401.68991414662,35666.03137052492,44887.026760113964
2016-01-17,39741.56515628943,35143.215672842125,44462.55472941815
2016-01-18,32027.344844416457,27213.471362939716,36692.93480584557
2016-01-19,29742.371277232356,24706.90181523749,34262.6157787727
2016-01-20,29347.63594821886,24443.501820011865,34237.45606251114
2016-01-21,29826.774400886607,25033.101928987715,34479.88351913256
2016-01-22,33874.101322903116,28885.074923718475,38468.393408923796
2016-01-23,40814.363748379394,35989.9930748777,45293.21366543685
2016-01-24,40163.572939123966,35133.43999074857,44747.860772214364
2016-01-25,32460.493055893206,27409.735682902916,37287.27126229772
2016-01-26,30188.75342386495,25158.19036451185,35073.009313851166
2016-01-27,29809.512560433242,24846.388518863423,34538.23041928376
2016-01-28,30306.441120113886,25768.036192452208,34955.661786024815
2016-01-29,34373.74954331663,29522.771378753016,39003.78714961821
2016-01-30,41335.93857899359,36651.26046728666,46430.162649901424
2016-01-31,40708.63340438052,35730.98834578648,45306.30451333322
2016-02-01,33030.079450982885,28435.670604807892,37853.37988564505
2016-02-02,30783.266585467463,26049.759702374275,35713.26025904333
2016-02-03,30428.609506425895,25365.049744938606,35049.49753280326
2016-02-04,30948.951064110035,26218.151703100822,35693.44337424734
2016-02-05,35037.613712415805,30150.578243948476,40005.508395785284
2016-02-06,42018.17657435405,37758.02538171762,46764.26860803798
2016-02-07,41405.338062941686,36178.7241657253,46254.272525381195
2016-02-08,33736.44131801113,28728.046118404123,38324.76691286714
2016-02-09,31493.628213918913,26506.059935634912,36039.28377232461
2016-02-10,31136.548890023663,26197.841981771933,35725.49151908477
2016-02-11,31647.392611476964,26503.56341551725,36598.94009410311
2016-02-12,35718.96430759893,30877.105369082838,40411.971092069594
2016-02-13,42674.48347026222,37737.226970433985,47639.22800274703
2016-02-14,42028.464642933955,37130.95332177097,46728.860892712815
2016-02-15,34318.256158416916,29236.431483135748,38907.05441087384
2016-02-16,32026.202405425553,26772.399085100555,36734.6576050742
2016-02-17,31612.356243487106,26567.83275683188,36579.17433856943
2016-02-18,32059.507194148053,27035.38669136869,36752.73663839248
2016-02-19,36061.24973539527,31211.133454135856,40959.605235736075
2016-02-20,42941.768522236875,37445.36649170593,47880.1009784885
2016-02-21,42216.700062133066,37382.54623143993,47479.43477605553
2016-02-22,34424.64795120828,29234.739663053926,38872.44676956035
2016-02-23,32049.317537085048,27101.40296768312,36876.143881037584
2016-02-24,31552.197335350294,26398.810983911826,36558.994587008085
2016-02-25,31917.55363633737,26980.633646224243,36467.62522485067
2016-02-26,35840.46351807993,30889.870116807335,40662.94309799408
2016-02-27,42646.56403068821,37505.090818254794,47446.22202452124
2016-02-28,41852.87805082756,36892.72788311533,46245.227948623105
2016-02-29,33999.29488273473,29011.622934119605,38370.66220109125
2016-03-01,31570.67241424605,26543.399603838687,36484.845875687824
2016-03-02,31029.48904356816,26154.209447613375,35831.031379538355
2016-03-03,31360.812623066962,26143.241030404602,36257.07219193845
2016-03-04,35260.312343127305,30432.666293158756,40265.770744957
2016-03-05,42053.99190643498,37186.113855045216,46453.728660922236
2016-03-06,41259.00493812732,36313.593769381776,46011.58580862047
2016-03-07,33415.13100337395,28489.70628141881,37945.33193758112
2016-03-08,31006.879177032366,25777.523854121344,36104.86182111765
2016-03-09,30496.147354253706,25509.12813680535,35608.066125984
2016-03-10,30867.20435939668,25845.727977802235,35773.23489659784
2016-03-11,34814.720431022,29667.939029157526,39708.13540839255
2016-03-12,41663.52394161584,36368.02964509899,46542.57069725962
2016-03-13,40929.44467378529,35909.6891213368,45598.18599681386
2016-03-14,33150.821285986356,27916.07005203674,37818.25347454847
2016-03-15,30810.6390806693,25734.053915641307,35986.71762310168
2016-03-16,30369.22536244139,25166.044212496472,35168.45151800437
2016-03-17,30809.268496982048,26013.805975415806,35573.39647145744
2016-03-18,34823.88528484806,29682.296383734698,39574.11653726693
2016-03-19,41736.413553485814,36556.25379878277,46643.68998762563
2016-03-20,41061.28936955225,35962.74096010841,45845.72418261536
2016-03-21,33335.58564513484,28427.04003894661,38243.125880771855
2016-03-22,31041.17747640949,25896.361735096816,35830.711520550285
2016-03-23,30637.46083088991,25407.669168575674,35511.33329065908
2016-03-24,31106.39014721462,25853.880111573035,35822.677524517734
2016-03-25,35140.55904949441,29780.26907386976,40128.350840827785
2016-03-26,42063.00081494121,37064.2569528943,47006.57908223203
2016-03-27,41388.067883800766,36304.13620627133,46133.441461891074
2016-03-28,33652.96722642664,28457.458237800824,38631.42238768253
2016-03-29,31339.917096643432,26173.805499674127,36158.426893032556
2016-03-30,30908.85212227099,25875.31974396271,35721.73090692486
2016-03-31,31342.4427625156,26127.399181173318,36173.1213891336
2016-04-01,35334.15391687089,30115.79790659354,40278.92949252635
2016-04-02,42208.02000528921,36875.27585991132,47072.75886368002
2016-04-03,41479.49656734805,36495.56676512517,46647.751969483295
2016-04-04,33686.96600839458,28723.971027087613,38547.893862473975
2016-04-05,31313.863865850326,26208.378272089823,35778.45544434888
2016-04-06,30821.353396546605,25916.758845734083,36276.511071024404
2016-04-07,31193.315345603034,25792.165345597088,36033.453933462326
2016-04-08,35124.37847072535,30224.928345437733,39918.13347536493
2016-04-09,41939.668865904496,36777.01269778936,46865.31948865011
2016-04-10,41155.63877246621,35714.10602422726,46079.938172359754
2016-04-11,33311.55304410792,28762.660332338277,38434.22187482754
2016-04-12,30891.60006268676,25892.35457132962,35918.97066049732
2016-04-13,30357.55520327248,25162.055187022444,35248.96619792994
2016-04-14,30693.763875386205,25952.501243705898,35758.57349427808
2016-04-15,34595.169745942505,29571.58844915831,39607.68314901259
2016-04-16,41387.06608755931,36172.36483849356,46498.510652738965
2016-04-17,40585.93071284404,35545.27450572469,45874.21470384036
2016-04-18,32730.9223172102,27540.79898889255,37785.641779928534
2016-04-19,30306.00457799787,25168.24115152927,35248.18086323973
2016-04-20,29772.625571394332,24500.809746403254,34334.745332332575
2016-04-21,30114.71892672786,24807.025593561462,34945.97411958579
2016-04-22,34026.75166631654,28921.52942927705,38790.80053028667
2016-04-23,40833.49598870084,35334.90588579893,45852.330085360794
2016-04-24,40050.884763692426,34827.02609996318,44924.09682864307
