item_id,total_sales
FOODS_3_553,6844
FOODS_3_554,6227
FOODS_3_555,491287
FOODS_3_556,5693
FOODS_3_557,13623
FOODS_3_558,9284
FOODS_3_559,21406
FOODS_3_560,11637
FOODS_3_561,29439
FOODS_3_562,40087
FOODS_3_563,1928
FOODS_3_564,10050
FOODS_3_565,25092
FOODS_3_566,34268
FOODS_3_567,6593
FOODS_3_568,23636
FOODS_3_569,19545
FOODS_3_570,79461
FOODS_3_571,11442
FOODS_3_572,74406
FOODS_3_573,28434
FOODS_3_574,85928
FOODS_3_575,2255
FOODS_3_576,3819
FOODS_3_577,34279
FOODS_3_578,42552
FOODS_3_579,10287
FOODS_3_580,138771
FOODS_3_581,13411
FOODS_3_582,13423
FOODS_3_583,12450
FOODS_3_584,34732
FOODS_3_585,21599
FOODS_3_586,920242
FOODS_3_587,396119
FOODS_3_588,10772
FOODS_3_589,26909
FOODS_3_590,29285
FOODS_3_591,16459
FOODS_3_592,33725
FOODS_3_593,8213
FOODS_3_594,67217
FOODS_3_595,7206
FOODS_3_596,32262
FOODS_3_597,4598
FOODS_3_598,38712
FOODS_3_599,9399
FOODS_3_600,6653
FOODS_3_601,1505
FOODS_3_602,3820
FOODS_3_603,14159
FOODS_3_604,13555
FOODS_3_605,12066
FOODS_3_606,11591
FOODS_3_607,222594
FOODS_3_608,9532
FOODS_3_609,12771
FOODS_3_610,27811
FOODS_3_611,28895
FOODS_3_612,11037
FOODS_3_613,3139
FOODS_3_614,46938
FOODS_3_615,22230
FOODS_3_616,22274
FOODS_3_617,34311
FOODS_3_618,14454
FOODS_3_619,3516
FOODS_3_620,8326
FOODS_3_621,7520
FOODS_3_622,9502
FOODS_3_623,6013
FOODS_3_624,12382
FOODS_3_625,11642
FOODS_3_626,2093
FOODS_3_627,8935
FOODS_3_628,44513
FOODS_3_629,11938
FOODS_3_630,6463
FOODS_3_631,16655
FOODS_3_632,24411
FOODS_3_633,2293
FOODS_3_634,51447
FOODS_3_635,282134
FOODS_3_636,36805
FOODS_3_637,5777
FOODS_3_638,28183
FOODS_3_639,15132
FOODS_3_640,7452
FOODS_3_641,6816
FOODS_3_642,7572
FOODS_3_643,12505
FOODS_3_644,29509
FOODS_3_645,17412
FOODS_3_646,22442
FOODS_3_647,7007
FOODS_3_648,23158
FOODS_3_649,5726
FOODS_3_650,7159
FOODS_3_651,28539
FOODS_3_652,62104
FOODS_3_653,19253
FOODS_3_654,51621
FOODS_3_655,42610
FOODS_3_656,20749
FOODS_3_657,31396
FOODS_3_658,7820
FOODS_3_659,16251
FOODS_3_660,22831
FOODS_3_661,27446
FOODS_3_662,4349
FOODS_3_663,15242
FOODS_3_664,68270
FOODS_3_665,24929
FOODS_3_666,15241
FOODS_3_667,8430
FOODS_3_668,136922
FOODS_3_669,17722
FOODS_3_670,5847
FOODS_3_671,20516
FOODS_3_672,90702
FOODS_3_673,6858
FOODS_3_674,37042
FOODS_3_675,24034
FOODS_3_676,17086
FOODS_3_677,9923
FOODS_3_678,29394
FOODS_3_679,26994
FOODS_3_680,9801
FOODS_3_681,250018
FOODS_3_682,57762
FOODS_3_683,21298
FOODS_3_684,14291
FOODS_3_685,19642
FOODS_3_686,8868
FOODS_3_687,16867
FOODS_3_688,87559
FOODS_3_689,16183
FOODS_3_690,2358
FOODS_3_691,2398
FOODS_3_692,52121
FOODS_3_693,1813
FOODS_3_694,390001
FOODS_3_695,74538
FOODS_3_696,2063
FOODS_3_697,98653
FOODS_3_698,14807
FOODS_3_700,11111
FOODS_3_701,7088
FOODS_3_702,123389
FOODS_3_703,5392
FOODS_3_704,72990
FOODS_3_705,14685
FOODS_3_706,23206
FOODS_3_707,15617
FOODS_3_708,22862
FOODS_3_709,6782
FOODS_3_710,4872
FOODS_3_711,191364
FOODS_3_712,17718
FOODS_3_713,2832
FOODS_3_714,396172
FOODS_3_715,13919
FOODS_3_716,20155
FOODS_3_717,10721
FOODS_3_718,20633
FOODS_3_719,15216
FOODS_3_720,3557
FOODS_3_721,22725
FOODS_3_722,3813
FOODS_3_723,284333
FOODS_3_724,5756
FOODS_3_725,35807
FOODS_3_726,11975
FOODS_3_727,42239
FOODS_3_729,14888
FOODS_3_730,26990
FOODS_3_731,14612
FOODS_3_732,37150
FOODS_3_733,12086
FOODS_3_734,98424
FOODS_3_735,3835
FOODS_3_736,4384
FOODS_3_737,1664
FOODS_3_738,73171
FOODS_3_739,143589
FOODS_3_741,113485
FOODS_3_742,32984
FOODS_3_743,2971
FOODS_3_744,118617
FOODS_3_745,4524
FOODS_3_746,64384
FOODS_3_747,18689
FOODS_3_748,11359
FOODS_3_749,11234
FOODS_3_750,35911
FOODS_3_751,4647
FOODS_3_752,202238
FOODS_3_753,57873
FOODS_3_754,5932
FOODS_3_755,92996
FOODS_3_756,112322
FOODS_3_757,60452
FOODS_3_758,4333
FOODS_3_759,11603
FOODS_3_760,29260
FOODS_3_761,15837
FOODS_3_762,6012
FOODS_3_763,6904
FOODS_3_764,153520
FOODS_3_765,21330
FOODS_3_766,14359
FOODS_3_767,97189
FOODS_3_768,16279
FOODS_3_769,74072
FOODS_3_770,14244
FOODS_3_771,18408
FOODS_3_772,40543
FOODS_3_773,4317
FOODS_3_774,11180
FOODS_3_775,11541
FOODS_3_776,15522
FOODS_3_777,4590
FOODS_3_778,6044
FOODS_3_779,3678
FOODS_3_780,6805
FOODS_3_781,14326
FOODS_3_782,65654
FOODS_3_783,63247
FOODS_3_784,18075
FOODS_3_785,123450
FOODS_3_786,29802
FOODS_3_787,56041
FOODS_3_788,29101
FOODS_3_789,65812
FOODS_3_790,2510
FOODS_3_791,12005
FOODS_3_792,78924
FOODS_3_793,29731
FOODS_3_794,23708
FOODS_3_795,28748
FOODS_3_796,2641
FOODS_3_797,17493
FOODS_3_798,3307
FOODS_3_799,3138
FOODS_3_800,90197
FOODS_3_801,57234
FOODS_3_802,8855
FOODS_3_803,15185
FOODS_3_804,200598
FOODS_3_805,33554
FOODS_3_806,4213
FOODS_3_807,58676
FOODS_3_808,281879
FOODS_3_809,66552
FOODS_3_810,18617
FOODS_3_811,178034
FOODS_3_812,26443
FOODS_3_813,5595
FOODS_3_814,39954
FOODS_3_815,4283
FOODS_3_816,94176
FOODS_3_817,13011
FOODS_3_818,35759
FOODS_3_819,38288
FOODS_3_820,30528
FOODS_3_821,6770
FOODS_3_822,58133
FOODS_3_823,15388
FOODS_3_824,8325
FOODS_3_825,13526
FOODS_3_826,12188
FOODS_3_827,11377
HOBBIES_1_001,4093
HOBBIES_1_002,5059
HOBBIES_1_003,1435
HOBBIES_1_004,39175
HOBBIES_1_005,14621
HOBBIES_1_006,13068
HOBBIES_1_007,3014
HOBBIES_1_008,87645
HOBBIES_1_009,15657
HOBBIES_1_010,11689
HOBBIES_1_011,1500
HOBBIES_1_012,7326
HOBBIES_1_013,4386
HOBBIES_1_014,37267
HOBBIES_1_015,84541
HOBBIES_1_016,59819
HOBBIES_1_017,14580
HOBBIES_1_018,1279
HOBBIES_1_019,53087
HOBBIES_1_020,4483
HOBBIES_1_021,6736
HOBBIES_1_022,7357
HOBBIES_1_023,20807
HOBBIES_1_024,3802
HOBBIES_1_025,8106
HOBBIES_1_026,3424
HOBBIES_1_027,2033
HOBBIES_1_028,8171
HOBBIES_1_029,18157
HOBBIES_1_030,29655
HOBBIES_1_031,6097
HOBBIES_1_032,63473
HOBBIES_1_033,2511
HOBBIES_1_034,9036
HOBBIES_1_035,3066
HOBBIES_1_036,10515
HOBBIES_1_037,13999
HOBBIES_1_038,5934
HOBBIES_1_039,1715
HOBBIES_1_040,15700
HOBBIES_1_041,6311
HOBBIES_1_042,7421
HOBBIES_1_043,50228
HOBBIES_1_044,11173
HOBBIES_1_045,1038
HOBBIES_1_046,2207
HOBBIES_1_047,14595
HOBBIES_1_048,75717
HOBBIES_1_049,4343
HOBBIES_1_050,8697
HOBBIES_1_051,2584
HOBBIES_1_052,894
HOBBIES_1_053,3194
HOBBIES_1_054,963
HOBBIES_1_055,20351
HOBBIES_1_056,20090
HOBBIES_1_057,9072
HOBBIES_1_058,5097
HOBBIES_1_060,3414
HOBBIES_1_061,6910
HOBBIES_1_062,1133
HOBBIES_1_063,4797
HOBBIES_1_064,19765
HOBBIES_1_065,1401
HOBBIES_1_066,2931
HOBBIES_1_067,65475
HOBBIES_1_068,9748
HOBBIES_1_069,3270
HOBBIES_1_070,1511
HOBBIES_1_072,10580
HOBBIES_1_073,11272
HOBBIES_1_074,26509
HOBBIES_1_075,6931
HOBBIES_1_076,10361
HOBBIES_1_077,3220
HOBBIES_1_078,17992
HOBBIES_1_079,10609
HOBBIES_1_080,38065
HOBBIES_1_081,4847
HOBBIES_1_082,2835
HOBBIES_1_083,2083
HOBBIES_1_084,12133
HOBBIES_1_085,7941
HOBBIES_1_086,12264
HOBBIES_1_087,13877
HOBBIES_1_088,6173
HOBBIES_1_089,19688
HOBBIES_1_090,20575
HOBBIES_1_091,3909
HOBBIES_1_092,6739
HOBBIES_1_093,2785
HOBBIES_1_094,3687
HOBBIES_1_095,3730
HOBBIES_1_097,11509
HOBBIES_1_098,10719
HOBBIES_1_099,15139
HOBBIES_1_100,7592
HOBBIES_1_102,1933
HOBBIES_1_103,71019
HOBBIES_1_104,2640
HOBBIES_1_105,12429
HOBBIES_1_106,4026
HOBBIES_1_107,3112
HOBBIES_1_108,19385
HOBBIES_1_109,9049
HOBBIES_1_110,2946
HOBBIES_1_111,7603
HOBBIES_1_112,1743
HOBBIES_1_113,2217
HOBBIES_1_114,3115
HOBBIES_1_115,19525
HOBBIES_1_116,5294
HOBBIES_1_117,3516
HOBBIES_1_118,2985
HOBBIES_1_119,6004
HOBBIES_1_120,3933
HOBBIES_1_121,4376
HOBBIES_1_122,7282
HOBBIES_1_123,5841
HOBBIES_1_124,7503
HOBBIES_1_125,1301
HOBBIES_1_126,2618
HOBBIES_1_127,8372
HOBBIES_1_128,4694
HOBBIES_1_129,9152
HOBBIES_1_130,11833
HOBBIES_1_131,19860
HOBBIES_1_132,11897
HOBBIES_1_133,4208
HOBBIES_1_134,55472
HOBBIES_1_135,1932
HOBBIES_1_136,1222
HOBBIES_1_137,7205
HOBBIES_1_138,2592
HOBBIES_1_139,7012
HOBBIES_1_140,5034
HOBBIES_1_141,14583
HOBBIES_1_142,28161
HOBBIES_1_143,8109
HOBBIES_1_144,8768
HOBBIES_1_145,5940
HOBBIES_1_146,9894
HOBBIES_1_147,40354
HOBBIES_1_148,15101
HOBBIES_1_149,9497
HOBBIES_1_150,17255
HOBBIES_1_151,12759
HOBBIES_1_152,4477
HOBBIES_1_153,27268
HOBBIES_1_154,11291
HOBBIES_1_155,11716
HOBBIES_1_156,4547
HOBBIES_1_157,6797
HOBBIES_1_158,24859
HOBBIES_1_159,10043
HOBBIES_1_160,4358
HOBBIES_1_161,4131
HOBBIES_1_162,2167
HOBBIES_1_163,4521
HOBBIES_1_164,10923
HOBBIES_1_165,3958
HOBBIES_1_166,10920
HOBBIES_1_167,22122
HOBBIES_1_168,5280
HOBBIES_1_169,44391
HOBBIES_1_170,1510
HOBBIES_1_171,3631
HOBBIES_1_172,9676
HOBBIES_1_173,7544
HOBBIES_1_174,1538
HOBBIES_1_175,2563
HOBBIES_1_176,3044
HOBBIES_1_177,11868
HOBBIES_1_178,90433
HOBBIES_1_179,18040
HOBBIES_1_180,1317
HOBBIES_1_181,940
HOBBIES_1_183,4134
HOBBIES_1_184,3320
HOBBIES_1_185,5213
HOBBIES_1_186,1142
HOBBIES_1_187,5381
HOBBIES_1_188,1981
HOBBIES_1_189,57674
HOBBIES_1_190,1288
HOBBIES_1_191,1798
HOBBIES_1_192,1208
HOBBIES_1_193,5197
HOBBIES_1_194,22653
HOBBIES_1_195,6480
HOBBIES_1_197,2724
HOBBIES_1_198,8172
HOBBIES_1_199,6736
HOBBIES_1_200,8407
HOBBIES_1_201,22963
HOBBIES_1_202,18759
HOBBIES_1_203,3876
HOBBIES_1_204,4252
HOBBIES_1_205,1889
HOBBIES_1_206,4431
HOBBIES_1_207,5852
HOBBIES_1_208,5517
HOBBIES_1_209,49959
HOBBIES_1_210,9010
HOBBIES_1_211,8991
HOBBIES_1_212,943
HOBBIES_1_213,9519
HOBBIES_1_214,1950
HOBBIES_1_215,8676
HOBBIES_1_216,14256
HOBBIES_1_217,1635
HOBBIES_1_218,2535
HOBBIES_1_219,1696
HOBBIES_1_220,7275
HOBBIES_1_221,4849
HOBBIES_1_223,4829
HOBBIES_1_224,2710
HOBBIES_1_225,5250
HOBBIES_1_226,10994
HOBBIES_1_227,4336
HOBBIES_1_228,19334
HOBBIES_1_229,2027
HOBBIES_1_230,1710
HOBBIES_1_231,11294
HOBBIES_1_232,7917
HOBBIES_1_233,62438
HOBBIES_1_234,58244
HOBBIES_1_235,14149
HOBBIES_1_236,25056
HOBBIES_1_237,11706
HOBBIES_1_238,7228
HOBBIES_1_239,5653
HOBBIES_1_240,7912
HOBBIES_1_241,6681
HOBBIES_1_242,25010
HOBBIES_1_243,2495
HOBBIES_1_244,67748
HOBBIES_1_245,1808
HOBBIES_1_246,2981
HOBBIES_1_247,4821
HOBBIES_1_248,33717
HOBBIES_1_249,11229
HOBBIES_1_250,2733
HOBBIES_1_251,3606
HOBBIES_1_252,11108
HOBBIES_1_253,4207
HOBBIES_1_254,87155
HOBBIES_1_255,6544
HOBBIES_1_256,79121
HOBBIES_1_257,3277
HOBBIES_1_258,13362
HOBBIES_1_259,3734
HOBBIES_1_260,7324
HOBBIES_1_261,29776
HOBBIES_1_262,3048
HOBBIES_1_263,1812
HOBBIES_1_264,10677
HOBBIES_1_265,4096
HOBBIES_1_266,10471
HOBBIES_1_267,1773
HOBBIES_1_268,95171
HOBBIES_1_269,1177
HOBBIES_1_270,7871
HOBBIES_1_271,3098
HOBBIES_1_272,1606
HOBBIES_1_273,3972
HOBBIES_1_274,2756
HOBBIES_1_275,14591
HOBBIES_1_276,8561
HOBBIES_1_277,18333
HOBBIES_1_278,74840
HOBBIES_1_279,4700
HOBBIES_1_280,9083
HOBBIES_1_281,8278
HOBBIES_1_282,8307
HOBBIES_1_283,1484
HOBBIES_1_284,1958
HOBBIES_1_285,1405
HOBBIES_1_286,42294
HOBBIES_1_287,7649
HOBBIES_1_288,44969
HOBBIES_1_289,4003
HOBBIES_1_290,2850
HOBBIES_1_292,2615
HOBBIES_1_293,4246
HOBBIES_1_294,2095
HOBBIES_1_295,71999
HOBBIES_1_296,6158
HOBBIES_1_297,10957
HOBBIES_1_298,11841
HOBBIES_1_299,3596
HOBBIES_1_300,11546
HOBBIES_1_301,10332
HOBBIES_1_302,1501
HOBBIES_1_303,3280
HOBBIES_1_304,2498
HOBBIES_1_305,3062
HOBBIES_1_306,3993
HOBBIES_1_307,2200
HOBBIES_1_308,6314
HOBBIES_1_309,7274
HOBBIES_1_310,9622
HOBBIES_1_311,2270
HOBBIES_1_312,58036
HOBBIES_1_313,11109
HOBBIES_1_314,2184
HOBBIES_1_315,3174
HOBBIES_1_316,12871
HOBBIES_1_317,10111
HOBBIES_1_318,2408
HOBBIES_1_319,47422
HOBBIES_1_320,18941
HOBBIES_1_321,12013
HOBBIES_1_322,2923
HOBBIES_1_323,34880
HOBBIES_1_324,10251
HOBBIES_1_325,1531
HOBBIES_1_326,8642
HOBBIES_1_327,10563
HOBBIES_1_328,7573
HOBBIES_1_329,15530
HOBBIES_1_330,26310
HOBBIES_1_331,4869
HOBBIES_1_332,7767
HOBBIES_1_333,3574
HOBBIES_1_334,3383
HOBBIES_1_335,5040
HOBBIES_1_336,1269
HOBBIES_1_337,40584
HOBBIES_1_338,17748
HOBBIES_1_339,4723
HOBBIES_1_340,2841
HOBBIES_1_341,92427
HOBBIES_1_342,4142
HOBBIES_1_343,13271
HOBBIES_1_344,2336
HOBBIES_1_345,27313
HOBBIES_1_346,2801
HOBBIES_1_347,3797
HOBBIES_1_348,105876
HOBBIES_1_349,10033
HOBBIES_1_350,11517
HOBBIES_1_351,7812
HOBBIES_1_352,6666
HOBBIES_1_353,26231
HOBBIES_1_354,29320
HOBBIES_1_355,10950
HOBBIES_1_356,11009
HOBBIES_1_357,7291
HOBBIES_1_358,9301
HOBBIES_1_359,2249
HOBBIES_1_360,2804
HOBBIES_1_361,4585
HOBBIES_1_362,2455
HOBBIES_1_363,5584
HOBBIES_1_364,15720
HOBBIES_1_365,2505
HOBBIES_1_366,2474
HOBBIES_1_367,15095
HOBBIES_1_368,3723
HOBBIES_1_369,22822
HOBBIES_1_370,89792
HOBBIES_1_371,122565
HOBBIES_1_372,14207
HOBBIES_1_373,7002
HOBBIES_1_374,7337
HOBBIES_1_375,1316
HOBBIES_1_376,2764
HOBBIES_1_377,3461
HOBBIES_1_378,12288
HOBBIES_1_379,21920
HOBBIES_1_380,14745
HOBBIES_1_381,55372
HOBBIES_1_382,8853
HOBBIES_1_383,8069
HOBBIES_1_384,9088
HOBBIES_1_385,1758
HOBBIES_1_386,5200
HOBBIES_1_387,40344
HOBBIES_1_388,11936
HOBBIES_1_389,947
HOBBIES_1_390,5011
HOBBIES_1_391,2985
HOBBIES_1_392,3268
HOBBIES_1_393,2445
HOBBIES_1_394,12366
HOBBIES_1_395,2631
HOBBIES_1_396,2361
HOBBIES_1_397,6499
HOBBIES_1_398,56015
HOBBIES_1_399,6667
HOBBIES_1_400,21145
HOBBIES_1_401,1851
HOBBIES_1_402,1474
HOBBIES_1_403,3222
HOBBIES_1_404,74830
HOBBIES_1_405,3735
HOBBIES_1_406,4381
HOBBIES_1_407,15776
HOBBIES_1_408,29777
HOBBIES_1_409,11326
HOBBIES_1_410,2679
HOBBIES_1_411,9185
HOBBIES_1_412,7668
HOBBIES_1_413,13669
HOBBIES_1_414,8221
HOBBIES_1_415,13946
HOBBIES_1_416,18595
HOBBIES_1_417,52723
HOBBIES_1_418,4758
HOBBIES_1_419,3817
HOBBIES_1_420,13505
HOBBIES_1_421,6659
HOBBIES_1_422,2715
HOBBIES_1_423,13822
HOBBIES_1_424,15307
HOBBIES_2_001,1561
HOBBIES_2_002,3961
HOBBIES_2_003,6117
HOBBIES_2_004,3200
HOBBIES_2_005,1454
HOBBIES_2_006,2221
HOBBIES_2_007,6812
HOBBIES_2_008,2317
HOBBIES_2_009,7257
HOBBIES_2_010,1011
HOBBIES_2_011,4572
HOBBIES_2_012,971
HOBBIES_2_013,1881
HOBBIES_2_014,1147
HOBBIES_2_015,1111
HOBBIES_2_016,2913
HOBBIES_2_017,2720
HOBBIES_2_018,3559
HOBBIES_2_019,1933
HOBBIES_2_020,2442
HOBBIES_2_021,1135
HOBBIES_2_022,3182
HOBBIES_2_023,800
HOBBIES_2_024,4163
HOBBIES_2_025,880
HOBBIES_2_026,1827
HOBBIES_2_027,960
HOBBIES_2_028,6890
HOBBIES_2_029,5144
HOBBIES_2_030,1117
HOBBIES_2_031,971
HOBBIES_2_032,7773
HOBBIES_2_033,13058
HOBBIES_2_034,1683
HOBBIES_2_035,1113
HOBBIES_2_036,14317
HOBBIES_2_037,1534
HOBBIES_2_038,1753
HOBBIES_2_039,2623
HOBBIES_2_040,1038
HOBBIES_2_041,2149
HOBBIES_2_042,4697
HOBBIES_2_043,6638
HOBBIES_2_044,2052
HOBBIES_2_045,1809
HOBBIES_2_046,3253
HOBBIES_2_047,1025
HOBBIES_2_048,4657
HOBBIES_2_049,2042
HOBBIES_2_050,2658
HOBBIES_2_051,3358
HOBBIES_2_052,2121
HOBBIES_2_053,6102
HOBBIES_2_054,1954
HOBBIES_2_055,1397
HOBBIES_2_056,1534
HOBBIES_2_057,2405
HOBBIES_2_058,2453
HOBBIES_2_059,21849
HOBBIES_2_060,4656
HOBBIES_2_061,3722
HOBBIES_2_062,2346
HOBBIES_2_063,3968
HOBBIES_2_064,1524
HOBBIES_2_065,1279
HOBBIES_2_066,1578
HOBBIES_2_067,1449
HOBBIES_2_068,3187
HOBBIES_2_069,3424
HOBBIES_2_070,1599
HOBBIES_2_071,2483
HOBBIES_2_072,1919
HOBBIES_2_073,1670
HOBBIES_2_074,2618
HOBBIES_2_075,18288
HOBBIES_2_076,6170
HOBBIES_2_077,886
HOBBIES_2_078,3580
HOBBIES_2_079,1109
HOBBIES_2_080,1504
HOBBIES_2_081,2358
HOBBIES_2_082,895
HOBBIES_2_083,5055
HOBBIES_2_084,746
HOBBIES_2_085,5917
HOBBIES_2_086,1220
HOBBIES_2_087,2174
HOBBIES_2_088,4841
HOBBIES_2_089,6196
HOBBIES_2_090,1531
HOBBIES_2_091,5342
HOBBIES_2_092,2048
HOBBIES_2_093,3213
HOBBIES_2_094,1690
HOBBIES_2_095,1396
HOBBIES_2_096,4135
HOBBIES_2_097,1946
HOBBIES_2_098,4996
HOBBIES_2_099,847
HOBBIES_2_100,5620
HOBBIES_2_101,2227
HOBBIES_2_102,2289
HOBBIES_2_103,5055
HOBBIES_2_104,2039
HOBBIES_2_105,2925
HOBBIES_2_106,973
HOBBIES_2_107,4874
HOBBIES_2_108,923
HOBBIES_2_109,1840
HOBBIES_2_110,1824
HOBBIES_2_111,770
HOBBIES_2_112,2426
HOBBIES_2_113,2556
HOBBIES_2_114,2243
HOBBIES_2_115,9206
HOBBIES_2_116,3718
HOBBIES_2_117,6300
HOBBIES_2_118,3434
HOBBIES_2_119,660
HOBBIES_2_120,7187
HOBBIES_2_121,4382
HOBBIES_2_122,3760
HOBBIES_2_123,2746
HOBBIES_2_124,9746
HOBBIES_2_125,2219
HOBBIES_2_126,4171
HOBBIES_2_127,1111
HOBBIES_2_128,3504
HOBBIES_2_129,13694
HOBBIES_2_130,4334
HOBBIES_2_131,6078
HOBBIES_2_132,1295
HOBBIES_2_133,4594
HOBBIES_2_134,1442
HOBBIES_2_135,1736
HOBBIES_2_136,4379
HOBBIES_2_137,2282
HOBBIES_2_138,1045
HOBBIES_2_139,2210
HOBBIES_2_140,3576
HOBBIES_2_141,2231
HOBBIES_2_142,24611
HOBBIES_2_143,2205
HOBBIES_2_144,1614
HOBBIES_2_145,5357
HOBBIES_2_146,4218
HOBBIES_2_147,3165
HOBBIES_2_148,3759
HOBBIES_2_149,3008
HOUSEHOLD_1_001,5749
HOUSEHOLD_1_002,8617
HOUSEHOLD_1_003,10911
HOUSEHOLD_1_004,31060
HOUSEHOLD_1_005,18066
HOUSEHOLD_1_006,14632
HOUSEHOLD_1_007,36078
HOUSEHOLD_1_008,7727
HOUSEHOLD_1_009,3390
HOUSEHOLD_1_010,7244
HOUSEHOLD_1_011,19068
HOUSEHOLD_1_012,7239
HOUSEHOLD_1_013,14261
HOUSEHOLD_1_014,10156
HOUSEHOLD_1_015,5016
HOUSEHOLD_1_016,28603
HOUSEHOLD_1_017,14281
HOUSEHOLD_1_018,11805
HOUSEHOLD_1_019,124319
HOUSEHOLD_1_020,2682
HOUSEHOLD_1_021,28837
HOUSEHOLD_1_022,3999
HOUSEHOLD_1_023,4902
HOUSEHOLD_1_024,9824
HOUSEHOLD_1_025,16277
HOUSEHOLD_1_026,9142
HOUSEHOLD_1_027,52145
HOUSEHOLD_1_028,21873
HOUSEHOLD_1_029,18204
HOUSEHOLD_1_030,16617
HOUSEHOLD_1_032,26097
HOUSEHOLD_1_033,14027
HOUSEHOLD_1_034,9202
HOUSEHOLD_1_035,5023
HOUSEHOLD_1_036,2042
HOUSEHOLD_1_037,6503
HOUSEHOLD_1_038,21270
HOUSEHOLD_1_039,25303
HOUSEHOLD_1_040,65124
HOUSEHOLD_1_042,11120
HOUSEHOLD_1_043,4453
HOUSEHOLD_1_044,3538
HOUSEHOLD_1_045,42590
HOUSEHOLD_1_046,12790
HOUSEHOLD_1_047,9932
HOUSEHOLD_1_048,36610
HOUSEHOLD_1_049,4715
HOUSEHOLD_1_050,23034
HOUSEHOLD_1_051,72161
HOUSEHOLD_1_052,4275
HOUSEHOLD_1_053,34400
HOUSEHOLD_1_054,1557
HOUSEHOLD_1_055,39789
HOUSEHOLD_1_056,8542
HOUSEHOLD_1_057,3523
HOUSEHOLD_1_058,11412
HOUSEHOLD_1_059,18165
HOUSEHOLD_1_060,1065
HOUSEHOLD_1_061,20231
HOUSEHOLD_1_062,20909
HOUSEHOLD_1_063,5537
HOUSEHOLD_1_064,2626
HOUSEHOLD_1_065,10287
HOUSEHOLD_1_066,50828
HOUSEHOLD_1_067,17417
HOUSEHOLD_1_068,13467
HOUSEHOLD_1_069,14109
HOUSEHOLD_1_070,10225
HOUSEHOLD_1_071,36095
HOUSEHOLD_1_072,69608
HOUSEHOLD_1_073,8169
HOUSEHOLD_1_074,10196
HOUSEHOLD_1_075,39160
HOUSEHOLD_1_076,4001
HOUSEHOLD_1_077,9433
HOUSEHOLD_1_078,11939
HOUSEHOLD_1_079,19147
HOUSEHOLD_1_080,7965
HOUSEHOLD_1_081,7272
HOUSEHOLD_1_082,21220
HOUSEHOLD_1_083,128097
HOUSEHOLD_1_085,2385
HOUSEHOLD_1_086,37767
HOUSEHOLD_1_087,25165
HOUSEHOLD_1_088,13190
HOUSEHOLD_1_089,6710
HOUSEHOLD_1_090,53191
HOUSEHOLD_1_091,8876
HOUSEHOLD_1_092,2417
HOUSEHOLD_1_093,11901
HOUSEHOLD_1_094,21011
HOUSEHOLD_1_095,9045
HOUSEHOLD_1_096,73430
HOUSEHOLD_1_097,10921
HOUSEHOLD_1_098,3954
HOUSEHOLD_1_099,10777
HOUSEHOLD_1_100,20844
HOUSEHOLD_1_101,14843
HOUSEHOLD_1_102,7782
HOUSEHOLD_1_103,20326
HOUSEHOLD_1_104,1443
HOUSEHOLD_1_105,11581
HOUSEHOLD_1_106,29644
HOUSEHOLD_1_107,21577
HOUSEHOLD_1_108,2954
HOUSEHOLD_1_109,30442
HOUSEHOLD_1_110,146719
HOUSEHOLD_1_112,26436
HOUSEHOLD_1_113,14065
HOUSEHOLD_1_114,72525
HOUSEHOLD_1_115,5741
HOUSEHOLD_1_116,2720
HOUSEHOLD_1_117,8369
HOUSEHOLD_1_118,119547
HOUSEHOLD_1_119,21624
HOUSEHOLD_1_120,5401
HOUSEHOLD_1_121,13029
HOUSEHOLD_1_122,34128
HOUSEHOLD_1_123,8305
HOUSEHOLD_1_124,25109
HOUSEHOLD_1_125,9373
HOUSEHOLD_1_126,7738
HOUSEHOLD_1_127,18914
HOUSEHOLD_1_128,27871
HOUSEHOLD_1_129,26414
HOUSEHOLD_1_130,12944
HOUSEHOLD_1_131,5477
HOUSEHOLD_1_132,28906
HOUSEHOLD_1_133,7368
HOUSEHOLD_1_134,8071
HOUSEHOLD_1_135,17817
HOUSEHOLD_1_136,15738
HOUSEHOLD_1_137,2060
HOUSEHOLD_1_138,20608
HOUSEHOLD_1_139,1976
HOUSEHOLD_1_140,20921
HOUSEHOLD_1_141,27229
HOUSEHOLD_1_142,17119
HOUSEHOLD_1_143,24506
HOUSEHOLD_1_144,6483
HOUSEHOLD_1_145,21776
HOUSEHOLD_1_146,17132
HOUSEHOLD_1_147,37611
HOUSEHOLD_1_148,4144
HOUSEHOLD_1_149,44637
HOUSEHOLD_1_150,3941
HOUSEHOLD_1_151,97164
HOUSEHOLD_1_152,2589
HOUSEHOLD_1_153,20585
HOUSEHOLD_1_154,6341
HOUSEHOLD_1_155,8411
HOUSEHOLD_1_156,11024
HOUSEHOLD_1_157,15400
HOUSEHOLD_1_158,10610
HOUSEHOLD_1_159,2541
HOUSEHOLD_1_160,10782
HOUSEHOLD_1_161,3961
HOUSEHOLD_1_162,22567
HOUSEHOLD_1_163,1537
HOUSEHOLD_1_164,9474
HOUSEHOLD_1_165,13484
HOUSEHOLD_1_166,11642
HOUSEHOLD_1_167,11175
HOUSEHOLD_1_168,16869
HOUSEHOLD_1_169,40986
HOUSEHOLD_1_170,16124
